Time,Watering intensity,Shutters,UV-Lamps,Heating
Sun Nov 29 21:00:00 CET 2020,0,1,1,1
Sun Nov 29 22:00:00 CET 2020,0,1,1,1
Sun Nov 29 23:00:00 CET 2020,0,1,1,1
Mon Nov 30 00:00:00 CET 2020,0,1,1,1
Mon Nov 30 01:00:00 CET 2020,0,1,1,1
Mon Nov 30 02:00:00 CET 2020,0,1,1,1
Mon Nov 30 03:00:00 CET 2020,0,1,1,1
Mon Nov 30 04:00:00 CET 2020,0,1,0,1
Mon Nov 30 05:00:00 CET 2020,0,1,0,1
Mon Nov 30 06:00:00 CET 2020,0,1,0,1
Mon Nov 30 07:00:00 CET 2020,0,1,0,1
Mon Nov 30 08:00:00 CET 2020,0,1,0,1
Mon Nov 30 09:00:00 CET 2020,0,1,0,1
Mon Nov 30 10:00:00 CET 2020,0,1,0,1
Mon Nov 30 11:00:00 CET 2020,0,1,0,1
Mon Nov 30 12:00:00 CET 2020,0,1,0,1
Mon Nov 30 13:00:00 CET 2020,0,1,0,1
Mon Nov 30 14:00:00 CET 2020,0,1,0,1
Mon Nov 30 15:00:00 CET 2020,0,1,0,1
Mon Nov 30 16:00:00 CET 2020,0,1,0,1
Mon Nov 30 17:00:00 CET 2020,0,1,0,1
Mon Nov 30 18:00:00 CET 2020,0,1,0,1
Mon Nov 30 19:00:00 CET 2020,0,1,0,1
Mon Nov 30 20:00:00 CET 2020,0,1,0,1
Mon Nov 30 21:00:00 CET 2020,0,1,0,1
Mon Nov 30 22:00:00 CET 2020,0,1,0,1
Mon Nov 30 23:00:00 CET 2020,0,1,0,1
Tue Dec 01 00:00:00 CET 2020,0,1,0,1
Tue Dec 01 01:00:00 CET 2020,0,1,0,1
Tue Dec 01 02:00:00 CET 2020,0,1,0,1
Tue Dec 01 03:00:00 CET 2020,0,1,0,1
Tue Dec 01 04:00:00 CET 2020,0,1,0,1
Tue Dec 01 05:00:00 CET 2020,0,1,0,1
Tue Dec 01 06:00:00 CET 2020,0,1,0,1
Tue Dec 01 07:00:00 CET 2020,0,1,0,1
Tue Dec 01 08:00:00 CET 2020,0,1,0,1
Tue Dec 01 09:00:00 CET 2020,0,1,0,1
Tue Dec 01 10:00:00 CET 2020,0,1,0,1
Tue Dec 01 11:00:00 CET 2020,0,1,0,1
Tue Dec 01 12:00:00 CET 2020,0,1,0,1
Tue Dec 01 13:00:00 CET 2020,0,1,0,1
Tue Dec 01 14:00:00 CET 2020,0,1,0,1
Tue Dec 01 15:00:00 CET 2020,0,1,0,1
Tue Dec 01 16:00:00 CET 2020,0,1,0,1
Tue Dec 01 17:00:00 CET 2020,0,1,1,1
Tue Dec 01 18:00:00 CET 2020,0,1,1,1
Tue Dec 01 19:00:00 CET 2020,0,1,1,1
Tue Dec 01 20:00:00 CET 2020,0,1,1,1
Tue Dec 01 21:00:00 CET 2020,0,1,1,1
Tue Dec 01 22:00:00 CET 2020,0,1,1,1
Tue Dec 01 23:00:00 CET 2020,0,1,1,1
Wed Dec 02 00:00:00 CET 2020,0,1,1,1
Wed Dec 02 01:00:00 CET 2020,0,1,0,1
Wed Dec 02 02:00:00 CET 2020,0,1,0,1
Wed Dec 02 03:00:00 CET 2020,0,1,0,1
Wed Dec 02 04:00:00 CET 2020,0,1,0,1
Wed Dec 02 05:00:00 CET 2020,0,1,0,1
Wed Dec 02 06:00:00 CET 2020,0,1,0,1
Wed Dec 02 07:00:00 CET 2020,0,1,0,1
Wed Dec 02 08:00:00 CET 2020,0,1,0,1
Wed Dec 02 09:00:00 CET 2020,0,1,0,1
Wed Dec 02 10:00:00 CET 2020,0,1,0,1
Wed Dec 02 11:00:00 CET 2020,0,1,0,1
Wed Dec 02 12:00:00 CET 2020,0,1,0,1
Wed Dec 02 13:00:00 CET 2020,0,1,0,1
Wed Dec 02 14:00:00 CET 2020,0,1,0,1
Wed Dec 02 15:00:00 CET 2020,0,1,0,1
Wed Dec 02 16:00:00 CET 2020,0,1,0,1
Wed Dec 02 17:00:00 CET 2020,0,1,1,1
Wed Dec 02 18:00:00 CET 2020,0,1,1,1
Wed Dec 02 19:00:00 CET 2020,0,1,1,1
Wed Dec 02 20:00:00 CET 2020,0,1,1,1
Wed Dec 02 21:00:00 CET 2020,0,1,1,1
Wed Dec 02 22:00:00 CET 2020,0,1,0,1
Wed Dec 02 23:00:00 CET 2020,0,1,0,1
Thu Dec 03 00:00:00 CET 2020,0,1,0,1
Thu Dec 03 01:00:00 CET 2020,0,1,0,1
Thu Dec 03 02:00:00 CET 2020,0,1,0,1
Thu Dec 03 03:00:00 CET 2020,0,1,0,1
Thu Dec 03 04:00:00 CET 2020,0,1,0,1
Thu Dec 03 05:00:00 CET 2020,0,1,0,1
Thu Dec 03 06:00:00 CET 2020,0,1,0,1
Thu Dec 03 07:00:00 CET 2020,0,1,0,1
Thu Dec 03 08:00:00 CET 2020,0,1,0,1
Thu Dec 03 09:00:00 CET 2020,0,1,0,1
Thu Dec 03 10:00:00 CET 2020,0,1,0,1
Thu Dec 03 11:00:00 CET 2020,0,1,0,1
Thu Dec 03 12:00:00 CET 2020,0,1,0,1
Thu Dec 03 13:00:00 CET 2020,0,1,0,1
Thu Dec 03 14:00:00 CET 2020,0,1,0,1
Thu Dec 03 15:00:00 CET 2020,0,1,0,1
Thu Dec 03 16:00:00 CET 2020,0,1,0,1
Thu Dec 03 17:00:00 CET 2020,0,1,1,1
Thu Dec 03 18:00:00 CET 2020,0,1,1,1
Thu Dec 03 19:00:00 CET 2020,0,1,1,1
Thu Dec 03 20:00:00 CET 2020,0,1,1,1
